,author,url,date,rating,review,year,review_length,scores,compound_scores,labels
3243,Chaznewc,https://www.imdb.com/review/rw6777425/?ref_=tt_urv,2021-04-04,4.0,One word to describe this movie.,2021,32,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3244,beppe,https://www.imdb.com/review/rw6443586/?ref_=tt_urv,2021-01-04,5.0,"You must watch two times, at least.",2021,35,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3245,kengher,https://www.imdb.com/review/rw6879724/?ref_=tt_urv,2021-05-04,4.0,Utterly impossible to follow.,2021,29,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3246,mikeldurango,https://www.imdb.com/review/rw6037030/?ref_=tt_urv,2020-08-28,7.0,"Good movie, but really confusing.",2020,33,"{'neg': 0.36, 'neu': 0.388, 'pos': 0.252, 'compound': -0.2118}",-0.2118,negative
3247,bulletbling,https://www.imdb.com/review/rw6469873/?ref_=tt_urv,2021-01-12,3.0,The time travel lovers,2021,22,"{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.5267}",0.5267,positive
3248,samuelobkr,https://www.imdb.com/review/rw7881626/?ref_=tt_urv,2022-02-20,8.0,Slick Film,2022,10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3249,seedoeatreview,https://www.imdb.com/review/rw6084189/?ref_=tt_urv,2020-09-11,5.0,Looks pretty but its a confusing jumbled mess. Should be called FIVE-ET!,2020,72,"{'neg': 0.368, 'neu': 0.5, 'pos': 0.131, 'compound': -0.5848}",-0.5848,negative
3250,BlizzyFoxTF,https://www.imdb.com/review/rw6087337/?ref_=tt_urv,2020-09-12,6.0,Dense intellectual Nolan passion project that baffles more than it inspires,2020,75,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.8578}",0.8578,positive
3251,cyaramichaels,https://www.imdb.com/review/rw6534974/?ref_=tt_urv,2021-01-27,3.0,Try harder,2021,10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3252,beresgabor,https://www.imdb.com/review/rw6019999/?ref_=tt_urv,2020-08-23,2.0,This is getting old,2020,19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3253,heno,https://www.imdb.com/review/rw6354979/?ref_=tt_urv,2020-12-11,7.0,Explained,2020,9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3254,TygrKat,https://www.imdb.com/review/rw7617394/?ref_=tt_urv,2021-12-05,8.0,Time-Travel Lite Done Right,2021,27,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3255,sebbthae,https://www.imdb.com/review/rw6055512/?ref_=tt_urv,2020-09-02,1.0,Waste my time,2020,13,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
3256,amansharma,https://www.imdb.com/review/rw6136220/?ref_=tt_urv,2020-09-30,10.0,It's Nolan's movie..you get that? 😄,2020,35,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3257,jaspotswsw,https://www.imdb.com/review/rw6126245/?ref_=tt_urv,2020-09-26,9.0,Have to see twice,2020,17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3258,amrosalah,https://www.imdb.com/review/rw6918937/?ref_=tt_urv,2021-05-14,6.0,I just cannot review it !,2021,25,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3259,prberg,https://www.imdb.com/review/rw6456661/?ref_=tt_urv,2021-01-09,8.0,Really exciting and heart pounding film,2021,39,"{'neg': 0.0, 'neu': 0.589, 'pos': 0.411, 'compound': 0.5413}",0.5413,positive
3260,obrechtandreas,https://www.imdb.com/review/rw6546003/?ref_=tt_urv,2021-01-31,10.0,"People try to downgrade the movie, cause originally it was in the high 8,..s, where it belongs",2021,94,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3261,lechygodson,https://www.imdb.com/review/rw6468424/?ref_=tt_urv,2021-01-12,1.0,Editing was quite poor,2021,22,"{'neg': 0.531, 'neu': 0.469, 'pos': 0.0, 'compound': -0.5256}",-0.5256,negative
3262,kariokabrs,https://www.imdb.com/review/rw6470509/?ref_=tt_urv,2021-01-13,5.0,no sense,2021,8,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
3263,rohitgurrala,https://www.imdb.com/review/rw6967678/?ref_=tt_urv,2021-05-26,8.0,Tenet,2021,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3264,mstv,https://www.imdb.com/review/rw6459244/?ref_=tt_urv,2021-01-09,2.0,Falls simply Flat,2021,17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3265,kmcnamara,https://www.imdb.com/review/rw6098918/?ref_=tt_urv,2020-09-16,4.0,Not Nolan's best effort,2020,23,"{'neg': 0.529, 'neu': 0.471, 'pos': 0.0, 'compound': -0.5216}",-0.5216,negative
3266,bayleyrw,https://www.imdb.com/review/rw6342176/?ref_=tt_urv,2020-12-06,1.0,And the point is?,2020,17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3267,realalexrice,https://www.imdb.com/review/rw7011110/?ref_=tt_urv,2021-06-08,8.0,I've seen it 3 times.. and I love it,2021,36,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,positive
3268,saurabhjb,https://www.imdb.com/review/rw6053245/?ref_=tt_urv,2020-09-01,10.0,Movies can't get Better than this,2020,33,"{'neg': 0.325, 'neu': 0.675, 'pos': 0.0, 'compound': -0.3412}",-0.3412,negative
3269,lhunt,https://www.imdb.com/review/rw6393307/?ref_=tt_urv,2020-12-24,10.0,Nolan's best since Memento,2020,26,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,positive
3270,lexva,https://www.imdb.com/review/rw6500172/?ref_=tt_urv,2021-01-18,6.0,"Don't think it, just feel it!",2021,29,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3271,Razor,https://www.imdb.com/review/rw6320747/?ref_=tt_urv,2020-11-29,1.0,If it wasn't for the pandemic,2020,29,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3272,looney_niki,https://www.imdb.com/review/rw6055208/?ref_=tt_urv,2020-09-02,6.0,Too complicated,2020,15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3273,dilanchangela,https://www.imdb.com/review/rw6046039/?ref_=tt_urv,2020-08-30,6.0,Wha?,2020,4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3274,ganeshmane,https://www.imdb.com/review/rw6345328/?ref_=tt_urv,2020-12-07,2.0,Unnecessary complex ...,2020,23,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3275,terminatormjc,https://www.imdb.com/review/rw6516207/?ref_=tt_urv,2021-01-23,5.0,It's fair but interesting,2021,25,"{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.6369}",0.6369,positive
3276,maatkare,https://www.imdb.com/review/rw7841925/?ref_=tt_urv,2022-02-06,5.0,Interesting yet boring,2022,22,"{'neg': 0.383, 'neu': 0.167, 'pos': 0.45, 'compound': 0.1027}",0.1027,positive
3277,arsalanweb,https://www.imdb.com/review/rw7307455/?ref_=tt_urv,2021-09-04,10.0,"Wait, What The Hell is Going On?",2021,32,"{'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.6808}",-0.6808,negative
3278,Mitravnish,https://www.imdb.com/review/rw6397846/?ref_=tt_urv,2020-12-25,1.0,Plot is awesome but..,2020,21,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,positive
3279,mohamedabdalkareem,https://www.imdb.com/review/rw6746304/?ref_=tt_urv,2021-03-26,10.0,"It is an amazing new idea, but watch it twice.",2021,46,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",0.34,positive
3280,ivanoreskovic,https://www.imdb.com/review/rw6059905/?ref_=tt_urv,2020-09-03,6.0,A-B-C plot,2020,10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3281,pjpapad,https://www.imdb.com/review/rw6411282/?ref_=tt_urv,2020-12-27,4.0,"Copy-paste of Inception, old idea, tiring action",2020,48,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3282,TheProteanGirl,https://www.imdb.com/review/rw6033279/?ref_=tt_urv,2020-08-28,5.0,Enjoyable but has plotholes,2020,27,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.2382}",0.2382,positive
3283,vishalvish,https://www.imdb.com/review/rw6336100/?ref_=tt_urv,2020-12-04,10.0,OUTSTANDING,2020,11,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6124}",0.6124,positive
3284,karravamanreddy,https://www.imdb.com/review/rw6030156/?ref_=tt_urv,2020-08-27,10.0,Just sheer ambition to do this kind of film really marvellous like Nolan esque Bond,2020,83,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.4173}",0.4173,positive
3285,gavinmcc,https://www.imdb.com/review/rw6067589/?ref_=tt_urv,2020-09-06,7.0,Good but not great,2020,18,"{'neg': 0.529, 'neu': 0.238, 'pos': 0.232, 'compound': -0.5409}",-0.5409,negative
3286,mailkarthy,https://www.imdb.com/review/rw6783788/?ref_=tt_urv,2021-04-05,1.0,Who cares ?,2021,11,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}",0.4588,positive
3287,st_hei,https://www.imdb.com/review/rw8159750/?ref_=tt_urv,2022-05-20,7.0,Confusing but fun to watch,2022,26,"{'neg': 0.163, 'neu': 0.337, 'pos': 0.5, 'compound': 0.6124}",0.6124,positive
3288,vietttttn,https://www.imdb.com/review/rw6048484/?ref_=tt_urv,2020-08-31,10.0,This movie is a dream,2020,21,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.25}",0.25,positive
3289,waeltechnologie,https://www.imdb.com/review/rw6032853/?ref_=tt_urv,2020-08-28,9.0,Nolan the genuins messing with time again,2020,41,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3290,nigeld,https://www.imdb.com/review/rw6386383/?ref_=tt_urv,2020-12-21,3.0,not for me,2020,10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3291,steinmetzrichard,https://www.imdb.com/review/rw6164614/?ref_=tt_urv,2020-10-10,10.0,Masterpiece. Has to be watched multiple times.,2020,46,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6249}",0.6249,positive
3292,politicidal,https://www.imdb.com/review/rw6655827/?ref_=tt_urv,2021-03-03,8.0,Complicated but still entertaining science fiction thriller,2021,59,"{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.6652}",0.6652,positive
3293,The_Framewriter,https://www.imdb.com/review/rw6032851/?ref_=tt_urv,2020-08-28,9.0,"95/100 - Brilliant, baffling and bonkers",2020,40,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.5859}",0.5859,positive
3294,aohermida,https://www.imdb.com/review/rw6875842/?ref_=tt_urv,2021-05-03,6.0,"Too much, Nolan...",2021,18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3295,ibrahimalmadani,https://www.imdb.com/review/rw6031059/?ref_=tt_urv,2020-08-27,10.0,The Ultimate Paradox!,2020,21,"{'neg': 0.458, 'neu': 0.542, 'pos': 0.0, 'compound': -0.1759}",-0.1759,negative
3296,Halvo,https://www.imdb.com/review/rw7160770/?ref_=tt_urv,2021-07-25,5.0,Ugh.,2021,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
3297,emmanuelhenry,https://www.imdb.com/review/rw6060233/?ref_=tt_urv,2020-09-03,9.0,Tenet a thrilling and exciting cerebral espionage thriller that may not be his best film but is one hell of return to cinemas,2020,125,"{'neg': 0.277, 'neu': 0.55, 'pos': 0.173, 'compound': -0.7379}",-0.7379,negative
3298,ian,https://www.imdb.com/review/rw6276402/?ref_=tt_urv,2020-11-16,6.0,A cross between a bond movie and inception,2020,42,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3299,kcbctwec,https://www.imdb.com/review/rw6372905/?ref_=tt_urv,2020-12-17,10.0,A modern masterpiece!!!,2020,23,"{'neg': 0.0, 'neu': 0.167, 'pos': 0.833, 'compound': 0.7163}",0.7163,positive
3300,doncorejp,https://www.imdb.com/review/rw6859166/?ref_=tt_urv,2021-04-28,10.0,"""Don't try to figure it out, just feel it""",2021,42,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3301,ellisummers,https://www.imdb.com/review/rw6059343/?ref_=tt_urv,2020-09-03,2.0,Block Fruster - Dissapointing Review Part I,2020,43,"{'neg': 0.42, 'neu': 0.58, 'pos': 0.0, 'compound': -0.4404}",-0.4404,negative
3302,valtsuvl,https://www.imdb.com/review/rw6036178/?ref_=tt_urv,2020-08-28,7.0,Improves towards the ending.,2020,28,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,positive
3303,maitreyatamrakar,https://www.imdb.com/review/rw6424637/?ref_=tt_urv,2020-12-30,6.0,Worth watching twice.,2020,21,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}",0.2263,positive
3304,FAJNYFILM,https://www.imdb.com/review/rw6406375/?ref_=tt_urv,2020-12-26,6.0,So chaotic with big potential,2020,29,"{'neg': 0.466, 'neu': 0.534, 'pos': 0.0, 'compound': -0.5413}",-0.5413,negative
3305,mikeus,https://www.imdb.com/review/rw6557840/?ref_=tt_urv,2021-02-03,8.0,TENET IS MASTERPIECE,2021,20,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,positive
3306,Dibyayan_Chakravorty,https://www.imdb.com/review/rw6388958/?ref_=tt_urv,2020-12-22,7.0,An Average Film With A Challenging Subject,2020,42,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.1531}",0.1531,positive
3307,hamdanhussam,https://www.imdb.com/review/rw6339146/?ref_=tt_urv,2020-12-05,4.0,very dumb,2020,9,"{'neg': 0.782, 'neu': 0.218, 'pos': 0.0, 'compound': -0.5563}",-0.5563,negative
3308,darkdorn,https://www.imdb.com/review/rw6394590/?ref_=tt_urv,2020-12-24,2.0,A lot of failures and awful sound!,2020,34,"{'neg': 0.611, 'neu': 0.389, 'pos': 0.0, 'compound': -0.7424}",-0.7424,negative
3309,paulyahoo,https://www.imdb.com/review/rw6385412/?ref_=tt_urv,2020-12-21,2.0,too long and horrible sound,2020,27,"{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.5423}",-0.5423,negative
3310,gandhiaditya,https://www.imdb.com/review/rw6353640/?ref_=tt_urv,2020-12-10,10.0,TENET!!!!,2020,9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3311,princesskaur,https://www.imdb.com/review/rw6343026/?ref_=tt_urv,2020-12-06,2.0,What was this film about,2020,24,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3312,lbowles,https://www.imdb.com/review/rw6378542/?ref_=tt_urv,2020-12-19,1.0,Horrible,2020,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",-0.5423,negative
3313,oelsharoud,https://www.imdb.com/review/rw6206970/?ref_=tt_urv,2020-10-26,1.0,Not easy to understand,2020,22,"{'neg': 0.445, 'neu': 0.555, 'pos': 0.0, 'compound': -0.3412}",-0.3412,negative
3314,drozgurozturk,https://www.imdb.com/review/rw6384489/?ref_=tt_urv,2020-12-20,7.0,A film needs convincing characters,2020,34,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.4019}",0.4019,positive
3315,adamyellin,https://www.imdb.com/review/rw6321896/?ref_=tt_urv,2020-11-29,2.0,Nolan should stay away from sci-fi,2020,34,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3316,shawn_r_evans,https://www.imdb.com/review/rw6399764/?ref_=tt_urv,2020-12-25,10.0,Great,2020,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,positive
3317,google,https://www.imdb.com/review/rw6395931/?ref_=tt_urv,2020-12-24,3.0,waste of time,2020,13,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
3318,CriticFred,https://www.imdb.com/review/rw6417247/?ref_=tt_urv,2020-12-28,10.0,A film like no other,2020,20,"{'neg': 0.328, 'neu': 0.299, 'pos': 0.373, 'compound': 0.0772}",0.0772,positive
3319,kelvynchin,https://www.imdb.com/review/rw6043766/?ref_=tt_urv,2020-08-30,6.0,Over complicated and confusing.,2020,31,"{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.2263}",-0.2263,negative
3320,laurencerio,https://www.imdb.com/review/rw6396317/?ref_=tt_urv,2020-12-25,1.0,Way Over Rated Unstitched Movie,2020,31,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3321,AzizAlskait,https://www.imdb.com/review/rw6030201/?ref_=tt_urv,2020-08-27,1.0,I don't understand,2020,18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3322,sunlightsix,https://www.imdb.com/review/rw6188277/?ref_=tt_urv,2020-10-19,7.0,"Action packed, Interesting subject, but not cohesive, Needs your full attention.",2020,80,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.2144}",0.2144,positive
3323,chapplejudith,https://www.imdb.com/review/rw6424155/?ref_=tt_urv,2020-12-30,1.0,Tried to do too much,2020,20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3324,abegailherico,https://www.imdb.com/review/rw6413607/?ref_=tt_urv,2020-12-28,1.0,0/10,2020,4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3325,vinifernandes,https://www.imdb.com/review/rw7541408/?ref_=tt_urv,2021-11-12,7.0,"Crazy, confusing and incomprehensible...",2021,40,"{'neg': 0.683, 'neu': 0.317, 'pos': 0.0, 'compound': -0.5106}",-0.5106,negative
3326,ankepulco,https://www.imdb.com/review/rw6350818/?ref_=tt_urv,2020-12-09,5.0,Fantastic and not,2020,17,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.5574}",0.5574,positive
3327,cavendishi,https://www.imdb.com/review/rw6584859/?ref_=tt_urv,2021-02-11,9.0,Visual masterpiece,2021,18,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
3328,sb,https://www.imdb.com/review/rw6415490/?ref_=tt_urv,2020-12-28,1.0,Garbage,2020,7,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3329,alejandrosaltof,https://www.imdb.com/review/rw6417900/?ref_=tt_urv,2020-12-29,2.0,Don't waste your time,2020,21,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.3252}",0.3252,positive
3330,veljkobogdanovicofficial,https://www.imdb.com/review/rw6312365/?ref_=tt_urv,2020-11-26,7.0,"Good, but not even close to Nolan's best.",2020,41,"{'neg': 0.0, 'neu': 0.436, 'pos': 0.564, 'compound': 0.8294}",0.8294,positive
3331,tporter,https://www.imdb.com/review/rw6465741/?ref_=tt_urv,2021-01-11,2.0,Either I am dumb or this movies sucks.,2021,38,"{'neg': 0.537, 'neu': 0.463, 'pos': 0.0, 'compound': -0.7003}",-0.7003,negative
3332,springtouch,https://www.imdb.com/review/rw6125549/?ref_=tt_urv,2020-09-26,7.0,A little disappointing,2020,22,"{'neg': 0.744, 'neu': 0.256, 'pos': 0.0, 'compound': -0.4417}",-0.4417,negative
3333,bilgenur,https://www.imdb.com/review/rw7364175/?ref_=tt_urv,2021-09-20,10.0,Amazing but not for everyone,2021,28,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,positive
3334,farinhanunes,https://www.imdb.com/review/rw6060911/?ref_=tt_urv,2020-09-04,8.0,The dialogue is so hard to hear!,2020,32,"{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.2865}",-0.2865,negative
3335,sabxfad,https://www.imdb.com/review/rw6370255/?ref_=tt_urv,2020-12-16,3.0,"All concept, no character",2020,25,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
3336,catski,https://www.imdb.com/review/rw6925205/?ref_=tt_urv,2021-05-15,5.0,confused!,2021,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3802}",-0.3802,negative
3337,kabeerthukral,https://www.imdb.com/review/rw6802188/?ref_=tt_urv,2021-04-11,2.0,Very boring and uninteresting,2021,29,"{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.3804}",-0.3804,negative
3338,brendanmcc,https://www.imdb.com/review/rw6051553/?ref_=tt_urv,2020-08-31,8.0,Escapist cinema that enraptures and dazzles,2020,43,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3339,andrewzeleno,https://www.imdb.com/review/rw6332311/?ref_=tt_urv,2020-12-03,2.0,So weak Russians,2020,16,"{'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.4927}",-0.4927,negative
3340,leohsanchez,https://www.imdb.com/review/rw6346679/?ref_=tt_urv,2020-12-07,5.0,Nolan in a bad copy of himself,2020,30,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.5423}",-0.5423,negative
3341,greggoremykin,https://www.imdb.com/review/rw6331967/?ref_=tt_urv,2020-12-03,7.0,Too complex for its own good,2020,28,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,positive
3342,jakewilkinson,https://www.imdb.com/review/rw7642376/?ref_=tt_urv,2021-12-13,7.0,Complex but lacks explanations,2021,30,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3343,silverrocker,https://www.imdb.com/review/rw6397670/?ref_=tt_urv,2020-12-25,6.0,A wasted opportunity,2020,20,"{'neg': 0.533, 'neu': 0.0, 'pos': 0.467, 'compound': -0.1027}",-0.1027,negative
3344,big_asapper,https://www.imdb.com/review/rw6716286/?ref_=tt_urv,2021-03-19,9.0,Great movie,2021,11,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
3345,swagathor,https://www.imdb.com/review/rw6684639/?ref_=tt_urv,2021-03-11,3.0,Two and a half hours of exposition,2021,34,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3346,freidenbergdavid,https://www.imdb.com/review/rw7093764/?ref_=tt_urv,2021-07-05,5.0,"""don't try to understand it, just feel it""... Or just skip it...",2021,64,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3347,ronaldo_matrix,https://www.imdb.com/review/rw6335836/?ref_=tt_urv,2020-12-04,9.0,Not Time but Mind Inversion !!,2020,30,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3348,alexanderlobo,https://www.imdb.com/review/rw6473881/?ref_=tt_urv,2021-01-14,1.0,"John David Washington and Robert Pattinson are awful alone, together are disgusting!",2021,84,"{'neg': 0.491, 'neu': 0.509, 'pos': 0.0, 'compound': -0.8268}",-0.8268,negative
3349,waldogrotsky,https://www.imdb.com/review/rw6372204/?ref_=tt_urv,2020-12-17,5.0,Derivative plot plus a complex timeline equals an unsatisfying film,2020,67,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3350,ksharath,https://www.imdb.com/review/rw7194341/?ref_=tt_urv,2021-08-04,6.0,Versatile Premise Yet Again But Falls Short This Time,2021,53,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3351,chandrabhanusolanki,https://www.imdb.com/review/rw6348583/?ref_=tt_urv,2020-12-08,7.0,Ruined for those who watched Dark,2020,33,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
3352,amdmccormack,https://www.imdb.com/review/rw6066318/?ref_=tt_urv,2020-09-05,9.0,"Tenet, what does it mean?",2020,25,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3353,CurbedEnthusiasm,https://www.imdb.com/review/rw6341109/?ref_=tt_urv,2020-12-06,5.0,A huge misstep for Nolan.,2020,25,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.3182,positive
