,author,url,date,rating,review
3465,hfc-40757,https://www.imdb.com/review/rw6543096/?ref_=tt_urv,30 January 2021,1,Horrible. Torture.
3466,CyrilMartin,https://www.imdb.com/review/rw6380240/?ref_=tt_urv,19 December 2020,9,'Action-Packed' Paradox
3467,steelpotato,https://www.imdb.com/review/rw6033392/?ref_=tt_urv,28 August 2020,4,Nolan has lost his sense of urgency
3468,brentgreen-22845,https://www.imdb.com/review/rw6908495/?ref_=tt_urv,13 May 2021,1,Tried to watch it twice
3469,Tomas9999,https://www.imdb.com/review/rw6461944/?ref_=tt_urv,10 January 2021,3,Great idea to implement quantum mechanics and relativity paradoxes into the movie but...
3470,arborinfelix,https://www.imdb.com/review/rw6363676/?ref_=tt_urv,13 December 2020,2,You have to watch it twice and in one of them try not sleeping
3471,ruchitachani,https://www.imdb.com/review/rw7338438/?ref_=tt_urv,13 September 2021,10,Brilliant
3472,duduvega-87641,https://www.imdb.com/review/rw6325694/?ref_=tt_urv,30 November 2020,3,"well, unfortunate"
3473,jacekfx,https://www.imdb.com/review/rw6320012/?ref_=tt_urv,29 November 2020,6,Good but makes no sense. Simple explanation below...
3474,GoatOfNeptune,https://www.imdb.com/review/rw6414491/?ref_=tt_urv,28 December 2020,8,"after 3 times, the plot becomes clear"
3475,bungulahouwagadou,https://www.imdb.com/review/rw6061835/?ref_=tt_urv,4 September 2020,7,"Christopher Nolan's James Bond (German dub, brief spoilers)"
3476,syarwanhamid,https://www.imdb.com/review/rw7515455/?ref_=tt_urv,5 November 2021,7,Stunning visual effects.
3477,movingwater,https://www.imdb.com/review/rw6986854/?ref_=tt_urv,31 May 2021,6,"Merely ""Confusing"" would be easier"
3478,betaoalfa,https://www.imdb.com/review/rw6752096/?ref_=tt_urv,28 March 2021,5,watching it once was enough!
3479,benderhome,https://www.imdb.com/review/rw6037630/?ref_=tt_urv,29 August 2020,2,Horrible sound and hopelessly schizophrenic story-line
3480,anbulm10,https://www.imdb.com/review/rw6029958/?ref_=tt_urv,27 August 2020,10,"If someone rate this movie 9 or 8 or 7, then they never understood"
3481,cary_howe,https://www.imdb.com/review/rw7004823/?ref_=tt_urv,6 June 2021,2,Confused mess
3482,akramabuzait,https://www.imdb.com/review/rw6351745/?ref_=tt_urv,9 December 2020,9,Another Masterpiece from The Master
3483,ambaahh,https://www.imdb.com/review/rw6046711/?ref_=tt_urv,30 August 2020,7,"Quite nice, but too complex"
3484,ChrisInMiami,https://www.imdb.com/review/rw6057729/?ref_=tt_urv,3 September 2020,8,A masterpiece of filmmaking but it will frustrate mass audiences
3485,tsheehan-86345,https://www.imdb.com/review/rw7726953/?ref_=tt_urv,6 January 2022,6,"Good, not great, but definitely good!"
3486,ericsandler72,https://www.imdb.com/review/rw6364271/?ref_=tt_urv,14 December 2020,4,Weak story
3487,iatajik,https://www.imdb.com/review/rw6337870/?ref_=tt_urv,5 December 2020,1,i expect more
3488,inaworldlikethisbigger,https://www.imdb.com/review/rw6062100/?ref_=tt_urv,4 September 2020,10,Another Nolan Masterpiece.
3489,rahulwadhwani-52617,https://www.imdb.com/review/rw6343011/?ref_=tt_urv,6 December 2020,8,Christopher Nolan's Tenet is another Level
3490,theatrequeen,https://www.imdb.com/review/rw6320470/?ref_=tt_urv,29 November 2020,9,Pleasantly Surprised
3491,smjoshkim,https://www.imdb.com/review/rw6065323/?ref_=tt_urv,5 September 2020,10,"Trust Nolan, this movie is an absolute masterpiece."
3492,soinite,https://www.imdb.com/review/rw6659636/?ref_=tt_urv,4 March 2021,5,Forcibly made
3493,ashou-37793,https://www.imdb.com/review/rw6434132/?ref_=tt_urv,2 January 2021,7,It will be epic only if it's not directed by Nolan
3494,Welloffatties,https://www.imdb.com/review/rw6058889/?ref_=tt_urv,3 September 2020,3,A soulless film...
3495,LaundryMatt20,https://www.imdb.com/review/rw6372685/?ref_=tt_urv,17 December 2020,8,Just take a second
3496,WillsFilms,https://www.imdb.com/review/rw6053752/?ref_=tt_urv,1 September 2020,7,Tenet Is As Convoluted As The Flow of Time
3497,vaibhav-sathnoorkar,https://www.imdb.com/review/rw6396575/?ref_=tt_urv,25 December 2020,8,An Absolute Masterpiece!
3498,clawson-54348,https://www.imdb.com/review/rw6052072/?ref_=tt_urv,1 September 2020,10,I don't often give tens
3499,philipgriffin-24582,https://www.imdb.com/review/rw6698088/?ref_=tt_urv,15 March 2021,9,An unimaginable Masterpiece
3500,fin_thanakrit,https://www.imdb.com/review/rw6090955/?ref_=tt_urv,13 September 2020,8,What?
3501,ryan-clements-1,https://www.imdb.com/review/rw6020284/?ref_=tt_urv,23 August 2020,7,Tenet 100% Spoiler Free Review
3502,gosparmlini,https://www.imdb.com/review/rw6324126/?ref_=tt_urv,30 November 2020,4,Too long and complicated
3503,lasotapaul,https://www.imdb.com/review/rw6052518/?ref_=tt_urv,1 September 2020,8,Momento on Steroids
3504,matebeduino,https://www.imdb.com/review/rw6083573/?ref_=tt_urv,11 September 2020,5,Simply hard to understand what is going on
3505,srvdas-56480,https://www.imdb.com/review/rw6365733/?ref_=tt_urv,14 December 2020,1,"Dramatic drop in quality and level of immersion from ""INCEPTION"""
3506,sleemice,https://www.imdb.com/review/rw8112655/?ref_=tt_urv,3 May 2022,9,2nd time's the charm
3507,mayank-s-dwivedi,https://www.imdb.com/review/rw6348246/?ref_=tt_urv,8 December 2020,10,"Unique Masterpiece by Nolan, a timeless epic movie !"
3508,vladhxh,https://www.imdb.com/review/rw7262235/?ref_=tt_urv,23 August 2021,10,One of the best sci-fi movies of the century
3509,asavinsky,https://www.imdb.com/review/rw6070398/?ref_=tt_urv,6 September 2020,4,What a disappointment!
3510,ampatzoglou-60012,https://www.imdb.com/review/rw6382105/?ref_=tt_urv,20 December 2020,4,Total chaos.
3511,jonwalker277,https://www.imdb.com/review/rw6032087/?ref_=tt_urv,27 August 2020,10,Typical Nolan
3512,ash-57223,https://www.imdb.com/review/rw7788257/?ref_=tt_urv,22 January 2022,3,Terrible Movie
3513,CornelisdeVos,https://www.imdb.com/review/rw6340423/?ref_=tt_urv,5 December 2020,6,"Pretentious, disjointed and not very engaging"
3514,Sudarshan_Pawar,https://www.imdb.com/review/rw6375386/?ref_=tt_urv,18 December 2020,10,What a Movie!
3515,nneekshithareddynnr,https://www.imdb.com/review/rw6944037/?ref_=tt_urv,20 May 2021,8,Hmm.
3516,FlyByDay,https://www.imdb.com/review/rw6054660/?ref_=tt_urv,2 September 2020,6,Walking out backwards.
3517,joshlee-55219,https://www.imdb.com/review/rw6056828/?ref_=tt_urv,2 September 2020,10,Epic beyond explanation!
3518,dmjf,https://www.imdb.com/review/rw6474017/?ref_=tt_urv,14 January 2021,1,I want my 2.5 hours back
3519,eugene-alexander,https://www.imdb.com/review/rw6321514/?ref_=tt_urv,29 November 2020,10,Don't miss this movie!
3520,g_benalcazar,https://www.imdb.com/review/rw6128083/?ref_=tt_urv,27 September 2020,1,Unundersantable
3521,sonihar,https://www.imdb.com/review/rw6348071/?ref_=tt_urv,8 December 2020,10,Masterpiece by Nolan
3522,richvolkjr,https://www.imdb.com/review/rw6408868/?ref_=tt_urv,27 December 2020,10,AWESOME MOVIE
3523,rayhan_h,https://www.imdb.com/review/rw6367297/?ref_=tt_urv,15 December 2020,10,A must watch movie
3524,ejholmberg,https://www.imdb.com/review/rw6209612/?ref_=tt_urv,27 October 2020,6,*insert what are they saying Vine*
3525,pdavey12,https://www.imdb.com/review/rw6062414/?ref_=tt_urv,4 September 2020,10,"Not your usual film, even for Nolan. This is special."
3526,trevmonk,https://www.imdb.com/review/rw6043365/?ref_=tt_urv,30 August 2020,8,Fingers crossed for a quick physical or stream release
3527,sheepnumber34,https://www.imdb.com/review/rw7021257/?ref_=tt_urv,11 June 2021,4,no
3528,christinasummerfieldd,https://www.imdb.com/review/rw6032662/?ref_=tt_urv,27 August 2020,10,Brilliant and confusing!
3529,shcoleman,https://www.imdb.com/review/rw7941541/?ref_=tt_urv,11 March 2022,7,Not that complicated but also not that great.
3530,mick120359,https://www.imdb.com/review/rw6873117/?ref_=tt_urv,2 May 2021,9,Better after a second viewing
3531,shabanavdulaj,https://www.imdb.com/review/rw6324221/?ref_=tt_urv,30 November 2020,6,Muscular filmmaking!
3532,maidwell-45616,https://www.imdb.com/review/rw6116503/?ref_=tt_urv,22 September 2020,5,"Could do with an ""inversion"" to correct huge issues"
3533,lorickignacio,https://www.imdb.com/review/rw6836545/?ref_=tt_urv,22 April 2021,10,I love that movie
3534,i-15037,https://www.imdb.com/review/rw6060505/?ref_=tt_urv,4 September 2020,8,"Don't try to understand, to feel the movie."
3535,smanteufel,https://www.imdb.com/review/rw6254998/?ref_=tt_urv,10 November 2020,8,"Entertaining, but held back by Convoluted Storytelling"
3536,akshaypatil-92684,https://www.imdb.com/review/rw6428933/?ref_=tt_urv,31 December 2020,9,You need a high level of IQ to understand this movie !
3537,claureys,https://www.imdb.com/review/rw6388944/?ref_=tt_urv,22 December 2020,9,Brought down by people who don't know the purpose of Nolan's films.
3538,AngryChainsaw,https://www.imdb.com/review/rw7384994/?ref_=tt_urv,27 September 2021,8,Do not read reviews with 6 or less...
3539,buddrud-27194,https://www.imdb.com/review/rw6343008/?ref_=tt_urv,6 December 2020,9,What The Hell Did I Just Watch?!!
3540,studio421,https://www.imdb.com/review/rw6238282/?ref_=tt_urv,5 November 2020,5,What did I just watch?
3541,kemppainenerno,https://www.imdb.com/review/rw6382414/?ref_=tt_urv,20 December 2020,9,Nolan changes how we view movies
3542,kranthireddyg,https://www.imdb.com/review/rw6358602/?ref_=tt_urv,12 December 2020,8,LIVE INVERTED ACTION
3543,schak23,https://www.imdb.com/review/rw6188614/?ref_=tt_urv,19 October 2020,8,"Top Action, Plot...what?"
3544,brandoman47,https://www.imdb.com/review/rw6050276/?ref_=tt_urv,31 August 2020,8,So which is it?
3545,ksobharaj,https://www.imdb.com/review/rw6052974/?ref_=tt_urv,1 September 2020,9,"In swinging for fence, Mr. Nolan calculated more and felt it less"
3546,yazan-00850,https://www.imdb.com/review/rw6040219/?ref_=tt_urv,29 August 2020,10,Incredible
3547,jaideepkhanduja,https://www.imdb.com/review/rw6767000/?ref_=tt_urv,1 April 2021,6,Powerful action
3548,onlywatkins,https://www.imdb.com/review/rw7118694/?ref_=tt_urv,13 July 2021,2,Don't bother
3549,sahebaazbanzara,https://www.imdb.com/review/rw6335940/?ref_=tt_urv,4 December 2020,9,2nd Best Of Nolan
3550,savethecloudsfoundation,https://www.imdb.com/review/rw6974278/?ref_=tt_urv,28 May 2021,8,"The Most ""Nolan"" Movie You've Ever Seen"
3551,parkerchristman,https://www.imdb.com/review/rw6402732/?ref_=tt_urv,26 December 2020,8,Fresh Take
3552,George-Stanistreet,https://www.imdb.com/review/rw6068350/?ref_=tt_urv,6 September 2020,7,Brilliant and confusing.
3553,kungsleden,https://www.imdb.com/review/rw6375747/?ref_=tt_urv,18 December 2020,2,what a drag
3554,ridsidorova,https://www.imdb.com/review/rw7780511/?ref_=tt_urv,19 January 2022,7,Tenet is an intelligent and sophisticated
3555,SBenoit5,https://www.imdb.com/review/rw6699270/?ref_=tt_urv,16 March 2021,10,What an incredible adventure!
3556,nofakehappy,https://www.imdb.com/review/rw6561150/?ref_=tt_urv,4 February 2021,10,dope movie
3557,dracosapple19,https://www.imdb.com/review/rw6105134/?ref_=tt_urv,18 September 2020,8,"Don't try understanding, you just feel it"
3558,Gretel1006,https://www.imdb.com/review/rw6506370/?ref_=tt_urv,20 January 2021,4,A fizzle and a bomb
3559,mattpeerless-376-865613,https://www.imdb.com/review/rw6042717/?ref_=tt_urv,29 August 2020,9,Only Nolan makes films like this
3560,jmuellerlidl,https://www.imdb.com/review/rw6047416/?ref_=tt_urv,30 August 2020,5,Mediocre
3561,helgis-63120,https://www.imdb.com/review/rw6061198/?ref_=tt_urv,4 September 2020,6,Pandemic saves it from being a flop
3562,juanigmarino,https://www.imdb.com/review/rw6388995/?ref_=tt_urv,22 December 2020,7,Tenet
3563,kinetica,https://www.imdb.com/review/rw6875565/?ref_=tt_urv,3 May 2021,6,"a response to aguti-09325 review ""explanation post"""
3564,ybredad,https://www.imdb.com/review/rw6542252/?ref_=tt_urv,30 January 2021,,Just...No
3565,kianmofid,https://www.imdb.com/review/rw6055932/?ref_=tt_urv,2 September 2020,10,No movie like it out there
3566,lievetsiris,https://www.imdb.com/review/rw6340508/?ref_=tt_urv,5 December 2020,10,good
3567,grecosmail,https://www.imdb.com/review/rw6101491/?ref_=tt_urv,17 September 2020,5,Watching the movie as I write this. Wait to rent and use subtitles
3568,elwynchofmann,https://www.imdb.com/review/rw6052239/?ref_=tt_urv,1 September 2020,8,A visual masterpiece that will leave you scratching your head
3569,alexreg,https://www.imdb.com/review/rw6111667/?ref_=tt_urv,20 September 2020,4,"Elocution lessons for half the cast, please..."
3570,juded-57975,https://www.imdb.com/review/rw6123948/?ref_=tt_urv,25 September 2020,6,One of the only meh movie from Christopher Nolan
3571,IbrahimNayaya,https://www.imdb.com/review/rw6327125/?ref_=tt_urv,1 December 2020,9,Christopher Nolan is definitely a good director
3572,raoabdulmuiz,https://www.imdb.com/review/rw6348559/?ref_=tt_urv,8 December 2020,1,Why this movie made so hard to understand
3573,damianjacobs1980,https://www.imdb.com/review/rw6040505/?ref_=tt_urv,29 August 2020,7,Nolan needs to sack his remixing sound engineers
3574,shayesie,https://www.imdb.com/review/rw6062753/?ref_=tt_urv,4 September 2020,5,Not for me
3575,Barry_Norman,https://www.imdb.com/review/rw6508818/?ref_=tt_urv,20 January 2021,2,Watch Dark on Netflix instead
3576,giordanodb,https://www.imdb.com/review/rw6038088/?ref_=tt_urv,29 August 2020,9,Absolutely amazing! But...
3577,sadruzzaman-1,https://www.imdb.com/review/rw6355310/?ref_=tt_urv,11 December 2020,10,Masterpiece
3578,amar_lfc,https://www.imdb.com/review/rw6051681/?ref_=tt_urv,31 August 2020,8,Wow !!! Mind Bending Thrill a Minute !
3579,chris-cliff1,https://www.imdb.com/review/rw6468905/?ref_=tt_urv,12 January 2021,1,Too much noise and sooo confusing!!
3580,molina97,https://www.imdb.com/review/rw6647475/?ref_=tt_urv,28 February 2021,1,Ridiculous movie
3581,srvgsaxena,https://www.imdb.com/review/rw6358583/?ref_=tt_urv,12 December 2020,1,Unnecessarily complicated
3582,asteriostze,https://www.imdb.com/review/rw6039139/?ref_=tt_urv,29 August 2020,3,Dissapointment
3583,inkwarp,https://www.imdb.com/review/rw6048502/?ref_=tt_urv,31 August 2020,5,overhyped again for christopher nolan
3584,tescarbrough,https://www.imdb.com/review/rw6351130/?ref_=tt_urv,9 December 2020,,Not too bad...
3585,adilkeskin,https://www.imdb.com/review/rw6547611/?ref_=tt_urv,31 January 2021,4,Peak of nonsense
3586,boomchicaboomboom,https://www.imdb.com/review/rw6385292/?ref_=tt_urv,21 December 2020,1,Not great
3587,rohitsaurav-90343,https://www.imdb.com/review/rw6321504/?ref_=tt_urv,29 November 2020,10,Nolan d mastermind
3588,aaq-83537,https://www.imdb.com/review/rw6474841/?ref_=tt_urv,14 January 2021,8,Good movie👍
3589,arashbm78,https://www.imdb.com/review/rw6044612/?ref_=tt_urv,30 August 2020,10,Masterpiece
3590,fabiandavidkalmbach,https://www.imdb.com/review/rw6523429/?ref_=tt_urv,24 January 2021,10,Very good
3591,murlimanohar-35073,https://www.imdb.com/review/rw6493156/?ref_=tt_urv,17 January 2021,6,Will watch again to understand.
3592,watchitwombat,https://www.imdb.com/review/rw6020050/?ref_=tt_urv,23 August 2020,8,If David Lynch made a Bond Movie
3593,jacktizzard,https://www.imdb.com/review/rw6348014/?ref_=tt_urv,8 December 2020,9,"Come for the visuals, stay for the story."
3594,amkn75,https://www.imdb.com/review/rw8092850/?ref_=tt_urv,26 April 2022,7,Definitely a cool concept
3595,marciofam,https://www.imdb.com/review/rw6231897/?ref_=tt_urv,3 November 2020,1,Terrible
3596,cedricsauzereau,https://www.imdb.com/review/rw6037216/?ref_=tt_urv,29 August 2020,1,Piece of sh%#*£
3597,DJShittyMusic,https://www.imdb.com/review/rw7483804/?ref_=tt_urv,26 October 2021,8,"Unique sci-fi, for multiple rewatches"
3598,arated-96629,https://www.imdb.com/review/rw6400877/?ref_=tt_urv,26 December 2020,7,Better than i expected
3599,liorkorobeynikov,https://www.imdb.com/review/rw7223269/?ref_=tt_urv,13 August 2021,7,Another Nolan great
3600,gybxzcybr,https://www.imdb.com/review/rw7314387/?ref_=tt_urv,6 September 2021,9,Amazing film
3601,ripcords-40680,https://www.imdb.com/review/rw7848533/?ref_=tt_urv,9 February 2022,8,Action packed but needlessly confusing
3602,saurabh-shad,https://www.imdb.com/review/rw6343495/?ref_=tt_urv,6 December 2020,9,masterpiece
3603,skaramagkasnikos,https://www.imdb.com/review/rw6603448/?ref_=tt_urv,16 February 2021,1,boring
3604,bradinhanson,https://www.imdb.com/review/rw6338094/?ref_=tt_urv,5 December 2020,10,A movie from the future that present audiences cannot yet enjoy
3605,andigabereder,https://www.imdb.com/review/rw6386442/?ref_=tt_urv,21 December 2020,2,"What, I can't hear you!"
3606,ferforeman,https://www.imdb.com/review/rw6318068/?ref_=tt_urv,28 November 2020,9,hitchcock ain't got nothing on nolan......
3607,photo_joy,https://www.imdb.com/review/rw6066540/?ref_=tt_urv,5 September 2020,5,Huge plot hole - is it just me?
3608,WarMovieCollector,https://www.imdb.com/review/rw6353382/?ref_=tt_urv,10 December 2020,8,Multiple Viewings is required to fully appreciate this Complex Masterpiece.
3609,polkdw,https://www.imdb.com/review/rw6372620/?ref_=tt_urv,17 December 2020,1,Videodrome (1983) Is NOT the worst movie
3610,BiggaHD,https://www.imdb.com/review/rw6435595/?ref_=tt_urv,2 January 2021,9,Watch it twice
3611,luis-gtza,https://www.imdb.com/review/rw6608210/?ref_=tt_urv,18 February 2021,9,"Confused, yes. But also amazed"
3612,nicolasmaczk,https://www.imdb.com/review/rw6325147/?ref_=tt_urv,30 November 2020,6,Nolan at it's lowest isn't too bad
3613,buckontour,https://www.imdb.com/review/rw6034184/?ref_=tt_urv,28 August 2020,2,Movies should be entertaining not a science exam
3614,stronald1,https://www.imdb.com/review/rw6652225/?ref_=tt_urv,2 March 2021,9,This movie was so good that the only thing that stood out is my 1 complaint.
